Kab. Toba Samosir (baris 4116, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4147, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4154, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4172, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4198, provinsi: Sumatera Utara)
Toba Samosir (baris 4254, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4272, provinsi: Sumatera Utara)
Toba Samosir (baris 4429, provinsi: Sumatera Utara)
Toba Samosir (baris 4439, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4441, provinsi: Sumatera Utara)
Toba Samosir (baris 4451, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4468, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4469, provinsi: Sumatera Utara)
Toba Samosir (baris 4474, provinsi: Sumatera Utara)
Kabupaten Toba Samosir (baris 4476, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4501, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4530, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4712, provinsi: Sumatera Utara)
Toba Samosir (baris 4722, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4733, provinsi: Sumatera Utara)
KAB. LABUHANBATU UTARA (baris 4754, provinsi: )
Kab. Toba Samosir (baris 4761, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4878, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4882, provinsi: Sumatera Utara)
Kab. Toba Samosir (baris 4897, provinsi: Sumatera Utara)
